tweet,label,raw
@user liberals will liberal!,NOT,@USER Liberals will liberal!
@user @user @user @user @user @user pedophilia is the worst of all evil,NOT,@USER @USER @USER @USER @USER @USER Pedophilia is the worst of all evil
@user destined to be another bargain bin 10 for a dollar fire starter.,NOT,@USER Destined to be another bargain bin 10 for a dollar fire starter.
@user i saw that this morning..i hope she is doing ok. bless her heart. thank you!,NOT,@USER I saw that this morning..I hope she is doing ok. Bless her heart. Thank you!
@user @user @user are you pro-choice? are you pro - aca? are you for reasonable gun control? where can we find  your stand on issues?,NOT,@USER @USER @USER Are you pro-choice? Are you pro - ACA? Are you for reasonable gun control? Where can we find  your stand on issues?
@user @user homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,OFF,@USER @USER homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay
@user keemstar said he is not paying he just wanted his sever on rust popin i said pay him or the ooks will come for you on rust face with tears of joy ,OFF,@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user i guess you didn’t see the 9 / 11 ad that replaced db. glad you are up on things.,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I guess you didn’t see the 9/11 ad that replaced DB. Glad you are up on things.
"@user abortion has always been available to those with the money to take care of the problem."" a matter of conscience only seems to matter when convenient for got our piece party: a conscience clearly absent when it comes to gun control.""",NOT,"@USER Abortion has always been available to those with the money to take care of the problem."" A matter of conscience only seems to matter when convenient for #GotOurPiece Party: A conscience clearly absent when it comes to gun control."""
@user empty headed ginger hammer,NOT,@USER Empty headed Ginger Hammer
@user why does ted cruz have to quote supporters in his own tweets?   does he have anything original and / or prodcutive to say?  does he have nefarious connections to @user @user @user and russia?   mueller s mountain end the gop end the nra,NOT,@USER Why does Ted Cruz have to quote supporters in his own tweets?   Does he have anything original and/or prodcutive to say?  Does he have nefarious connections to @USER @USER @USER and russia?   #MuellersMountain #endtheGOP #endtheNRA
treasonous goverment california tries new tack on gun violence: bullet control url,OFF,#treasonousgoverment california Tries New Tack on Gun Violence: Bullet Control URL
@user @user you are so far of the mark at times. you seem to be completely detached from the masses....,NOT,@USER @USER You are so far of the mark at times. You seem to be completely detached from the masses....
@user that's new,NOT,@USER That's new
"@user contribute to their maximum capacity"" - translation: ""vote for guys with a criminal record like me who occasionally wear dresses and support those who disrespect the sacrifices represented by the flag""""",NOT,"@USER Contribute to their Maximum Capacity"" - Translation: ""Vote for guys with a criminal record like me who occasionally wear dresses and support those who disrespect the sacrifices represented by the flag"""""
@user @user she is so stupid it scares us average americans that she makes decisions on our behalf,OFF,@USER @USER She is so stupid it scares us average Americans that she makes decisions on our behalf
@user @user bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,OFF,@USER @USER Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight
@user down with liberals!,OFF,@USER Down with liberals!
@user this is the democrat party in the throws of panic. they want violence so trumps america is not quite so successful.  i suggest to all the little antifa kids out there..do not do it. it will be regrettable.. immediately.,NOT,@USER This is the democrat party in the throws of panic. They want violence so Trumps America is not quite so successful.  I suggest to all the little antifa kids out there..do not do it. It will be regrettable.. immediately.
@user just because he’s in love with her doesn’t mean she is. they don’t need to go there. it’d feel like another lf situation.,NOT,@USER Just because he’s in love with her doesn’t mean she is. They don’t need to go there. It’d feel like another LF situation.
@user @user did anyone visit  maxine waters discreet and watched the poverty of her on people did she did anything in the last past 30 years that she is in power??!!,NOT,@USER @USER Did anyone visit  Maxine Waters discreet and watched the poverty of her on people did she did anything in the last past 30 years that she is in power??!!
@user love it maga,NOT,@USER Love it #MAGA
@user @user funny how the we need more gun control fanatics think they want a shooting war. where are they going to go to get their free obama guns,NOT,@USER @USER Funny how the we need more gun control fanatics think they want a shooting war. Where are they going to go to get their free Obama guns
@user somebody gotta blow from here that be on that new wave for niggas to listen too,NOT,@USER Somebody gotta blow from here that be on that new wave for niggas to listen too
@user i'm 11th..... yet i still don't want to join antifa,NOT,@USER I'm 11th..... yet I still don't want to join antifa
@user you are here!,NOT,@USER you are here!
@user a woman who assisted in the rape of a child should never see freedom. period!,NOT,@USER A woman who assisted in the rape of a child should never see freedom. PERIOD!
@user trudeau and liberals are incompetent to handle it.,OFF,@USER Trudeau and Liberals are incompetent to handle it.
.@user real goal: to make everyone in wisconsin as dumb as he is. url,OFF,.@USER real goal: To make everyone in Wisconsin as dumb as he is. URL
@user @user yep..says the same thing about everyone she hates &amp; warned the antifa twins not to do that..,NOT,@USER @USER Yep..says the same thing about everyone she hates &amp; warned the Antifa twins not to do that..
@user they still making bread,NOT,@USER They still making bread
@user my d better now! prescott booty meat smh,NOT,@USER my d better now! Prescott booty meat smh
@user oh wait i read that wrong hfjdhd so they don’t know infinity war huh,NOT,@USER oh wait i read that wrong hfjdhd so they don’t know infinity war huh
@user @user it started when those with money realized their future dreams for business could now come true by seeing your ass was on the short list.,NOT,@USER @USER It started when those with money realized their future dreams for business could NOW come true by seeing your ass was on the short list.
@user hey nut job. we’re not a democracy. you actually awake in high school?,NOT,@USER Hey nut job. We’re not a democracy. You actually awake in high school?
@user well do some research and dairy and gluten allergies are major problems with mental health from anxiety and depression to bi polar and schizophrenia.. its a tough diet but if you are sick of feeling like you are its way worth it,NOT,@USER well do some research and dairy and gluten allergies are major problems with mental health from anxiety and depression to bi polar and schizophrenia.. Its a tough diet but if you are sick of feeling like you are its way worth it
@user my world of warcraft character is named limn,NOT,@USER my world of warcraft character is named Limn
liberals ruin everything. url,NOT,#Liberals ruin everything. URL
@user haley thanx! you know how to brighten up my shitty day face blowing a kiss ,NOT,@USER Haley thanx! you know how to brighten up my shitty day😘
@user the ironic thing is you are more closely aligned with the far right. they are even agreeing with you. look down the thread. some asshole just posted a thing about iq in your defense. fuck off with that shit!,OFF,@USER The Ironic thing is you are more closely aligned with the far right. They are even agreeing with you. Look down the thread. some asshole just posted a thing about IQ in your defense. Fuck off with that shit!
45 said florence is big and wet. i fear she is about to get grabbed by the president.,NOT,45 said Florence is big and wet. I fear she is about to get grabbed by the president.
@user @user no way does john lewis have to apologize to anyone he is a hero  red heart  red heart ,NOT,@USER @USER No way does John Lewis have to apologize to anyone he is a hero ❤️❤️
@user @user may be the cameramen is a trump supporter. @user have you checked if he is standing on a rock or so? lmao  face with tears of joy  fake news cnn,NOT,@USER @USER May be the cameramen is a Trump supporter. @USER Have you checked if he is standing on a rock or so? LMAO 😂 #FakeNewsCNN
@user please add me. thank you   maga,NOT,@USER Please add me. Thank you   #MAGA
@user bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business,OFF,@USER bro they were laughing into her face and almost pissing their pants and i was standing beside it like wtf mind ur own business
"@user @user @user the you and your liberals""... wow... you don't even try, do you?""",NOT,"@USER @USER @USER the you and your liberals""... wow... you don't even try, do you?"""
@user 9 times out of 10 i have the dog on my lap and if i get to rowdy he gets scared that i am hurt then he trys to kiss me.also he is a ham so when the camera comes out he is like pictures?!let me be in them.he photo bombs whenever possible. face with tears of joy  face with tears of joy  dog face ,NOT,@USER 9 times out of 10 I have the dog on my lap and if I get to rowdy he gets scared that I am hurt then he trys to kiss me.Also he is a ham so when the camera comes out he is like pictures?!Let me be in them.He photo bombs whenever possible.😂😂🐶
@user smack the shit outta her  face with tears of joy  face with tears of joy ,OFF,@USER Smack the shit outta her 😂😂
@user can we 'remove' eric holder?,NOT,@USER Can we 'remove' Eric Holder?
".@user rubberstamp @user calls for @user 'conservatives' ( republicans who have left her sycophant party coup) 'to keep the house' . laughable. we don't want nancy pelosi as speaker,"" regurgitates @user fbr resistance - url via @user",NOT,".@USER rubberstamp @USER calls for @USER 'conservatives' ( #Republicans who have left her sycophant party coup) 'to keep the House' . Laughable. We don't want Nancy Pelosi as speaker,"" regurgitates @USER #FBR #Resistance - URL via @USER"
@user tried to comment @user on his journalistic smear he made justice clarence thomas but for some reason he has blocked 68yr old christian gmother who tweets occasionally when she sees the injustice of liberals &amp; their msm to take every chance to attack an opposite opinion.,NOT,@USER Tried to comment @USER on his journalistic smear he made #JusticeClarenceThomas but for some reason he has BLOCKED 68yr old Christian Gmother who tweets occasionally when she sees the Injustice of Liberals &amp; their #MSM to take every chance to attack an opposite opinion.
@user @user it crossed my mind that sheriff israel may have ordered them to stand down. the democrats will use any tragedy to be in the public eye to promote gun control. it's a shame that these things even came to mind but i have seen too much from the left to be surprised at anything.,OFF,@USER @USER It crossed my mind that Sheriff Israel may have ordered them to stand down. The democrats will use any tragedy to be in the public eye to promote gun control. It's a shame that these things even came to mind but I have seen too much from the Left to be surprised at anything.
@user how is the gun control working in chicago?,NOT,@USER How is the gun control working in Chicago?
@user i heard ur cock was big and lonely,OFF,@USER I heard ur cock was big and lonely
@user ohh.. the liberals are fighting  popcorn ,NOT,@USER Ohh.. the liberals are fighting 🍿
@user they're becoming more and more like antifa everyday.,NOT,@USER They're becoming more and more like Antifa everyday.
@user @user i suggest that @user get a real life.,NOT,@USER @USER I suggest that @USER get a real life.
@user she is really tall lol,NOT,@USER She is really tall lol
"@user i love how the anti-gun-control folks are simultaneously you can't blame the guns when people die"" but also ""you can't blame the cops when guns just go off"".""",NOT,"@USER I love how the anti-gun-control folks are simultaneously you can't blame the guns when people die"" but also ""you can't blame the cops when guns just go off""."""
@user @user don't be so humble...  you and your liberals here on twitter do nothing but divide americans... you deserve the credit.,NOT,@USER @USER Don't be so humble...  You and your liberals here on twitter do nothing but divide Americans... you deserve the credit.
@user @user @user @user @user @user @user universal background checks and an assault weapons ban would absolutely change things. i’m for swedish-style gun control (did you know the swedes are big hunters?) but berniecrats only want swedish-style healthcare.,NOT,@USER @USER @USER @USER @USER @USER @USER Universal background checks and an assault weapons ban would absolutely change things. I’m for Swedish-style gun control (did you know the Swedes are big hunters?) but Berniecrats only want Swedish-style healthcare.
@user @user are you bipolar? you keep saying different shit to people commenting on what u said,OFF,@USER @USER Are you bipolar? You keep saying different shit to people commenting on what u said
@user fascist left are everywhere. we must crush them; boycotts work folks.,OFF,@USER FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.
@user @user i red heart jesus  i red heart trump  i am a republican  i vote republican  never touched a cigarette or a drug and i’m  hundred points  percent proud of all of that!  backhand index pointing up medium-light skin tone  maga kag be best choose right walk away trump train,NOT,@USER @USER I❤️Jesus  I❤️Trump  I am A Republican  I Vote Republican  Never touched a cigarette or a drug and I’m 💯 percent PROUD of ALL of that! 👆🏼 #MAGA #KAG #BeBest #ChooseRight #walkaway #TrumpTrain
@user @user i was too busy kneeling to watch,NOT,@USER @USER I was too busy kneeling to watch
@user @user tucker carlson is not an idiot.  he knows exactly what he is doing.  that makes him malicious.,NOT,@USER @USER Tucker Carlson is not an idiot.  He knows exactly what he is doing.  That makes him malicious.
@user @user @user @user @user @user @user smart lady!  too smart for the liberals!,NOT,@USER @USER @USER @USER @USER @USER @USER Smart Lady!  Too smart for the liberals!
@user @user @user @user what’s a book about president trump got to do with an antifa pamphlet?,NOT,@USER @USER @USER @USER What’s a book about President Trump got to do with an antifa pamphlet?
@user @user anderson lies and you report it as fact you do get except for blm &amp; antifa you have no real viewers,NOT,@USER @USER Anderson lies and you report it as fact you do get except for BLM &amp; ANTIFA you have no REAL viewers
@user i’m not even a bron fan but he is overall the best player in the league.,NOT,@USER I’m not even a bron fan but he is overall the best player in the league.
@user look at the state of that. i bet she spends the weekends at antifa protests.  face with tears of joy ,NOT,@USER Look at the state of that. I bet she spends the weekends at Antifa protests. 😂
@user exactly why ca-district 23 should kick ol’ moneybags @user mccarthy out!  vote for @user responsible gun control! vote against nra! vote for the safety of californians! matta4 congress  send mccarthy packing  ca deserves better,NOT,@USER Exactly why CA-District 23 should kick Ol’ Moneybags @USER McCarthy out!  Vote FOR @USER responsible gun control! Vote AGAINST NRA! Vote for the safety of Californians! #Matta4Congress  #SendMcCarthyPacking  #CAdeservesBetter
dick durbin is from illinois. chicago has the strictest gun control and is a gang and drug killing field. url,OFF,#DickDurbin is from Illinois. #Chicago has the strictest gun control and is a gang and drug killing field. URL
@user in other words mueller it’s not constipated in other words mueller has diarrhea? url,OFF,@USER In other words #Mueller it’s not constipated In other words #Mueller has diarrhea? URL
i follow: q a non wwg1wga great awakening pain drain the swamp lock them all up maga popcorn @user  folded hands medium-dark skin tone   wwgonewgall  crown ,NOT,i follow: #QAnon #WWG1WGA #GreatAwakening #pain #DrainTheSwamp #LockThemAllUp #MAGA #popcorn @USER 🙏🏾  wwgONEwgALL 👑
@user you are so freaking valid,NOT,@USER You are so freaking valid
a new bill aims to send masked antifa activists to jail for 15 years url,NOT,A new bill aims to send masked Antifa activists to jail for 15 years URL
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user sadly you are not wrong,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sadly you are not wrong
@user @user just wanna make sure you see how we're basking in the booty,NOT,@USER @USER just wanna make sure you see how we're basking in the booty
mccaskill campaign hit with report on husband's federal subsidy windfall  url  mccaskill kavanaugh christine blase y ford thursday thoughts maga,NOT,McCaskill campaign hit with report on husband's federal subsidy windfall  URL  #Mccaskill #Kavanaugh #ChristineBlaseyFord #ThursdayThoughts #MAGA
"libdem conf shows me that @user are absolutely void of constructive ideas for the myriad problems the uk faces, and begging @user and @user moderates"" isn't the answer. thatcher was right, the parrot is dead.""",OFF,"#LibDemConf shows me that @USER are absolutely void of constructive ideas for the myriad problems the UK faces, and begging @USER and @USER moderates"" isn't the answer. Thatcher was right, the parrot is dead."""
@user probably say fuck it an do just that,OFF,@USER Probably say fuck it an do just that
@user wow the guy who played the guy pitching a doggy product on modern family thinks he is the conscience of the nation. also can i get hamilton tickets?,NOT,@USER Wow the guy who played the guy pitching a doggy product on Modern Family thinks he is the conscience of the nation. Also can I get Hamilton tickets?
@user @user @user @user i raise you with the lion if the senate.  he actually killed someone yet liberals continued to send him to back to congress for 47 years.  blather on url,NOT,@USER @USER @USER @USER I raise you with the Lion if the senate.  He actually killed someone yet LIBERALS continued to send him to back to congress for 47 years.  Blather on URL
@user why you ruin shit lol,OFF,@USER Why you ruin shit lol
@user your looking more like a plant maga walk away url,OFF,@USER Your looking more like a plant #maga #walkaway URL
@user greatest potus ever!!!!! maga trump2020,NOT,@USER Greatest POTUS EVER!!!!! #MAGA #TRUMP2020
"@user @user kamala said justice should be blind - (by the way she is absolutely right on that point) yet you: something untrustworthy""  you ""can feel it"" lmao  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing """,NOT,"@USER @USER Kamala said justice should be blind - (by the way she is absolutely right on that point) Yet you: Something untrustworthy""  you ""can feel it"" LMAO 🤣🤣🤣"""
@user @user @user niggaaahhhh,NOT,@USER @USER @USER niggaaahhhh
@user from a man (fast and furious) was held in contempt,OFF,@USER From a man (fast and furious) was held in contempt
@user and what about @user s accuser? or @user s accusers? or do you only believe those that accuse conservatives? just another elitist hollywood hypocrite,NOT,@USER And what about @USER s accuser? Or @USER s accuserS? Or do you only believe those that accuse conservatives? Just another elitist Hollywood #hypocrite
@user i told myself this but no matter how much i try life keeps biting me in the ass,OFF,@USER I told myself this but no matter how much I try life keeps biting me in the ass
@user in easy and a brat you are-  nothing its legit nothing,NOT,@USER In easy and a brat you are-  Nothing ITS LEGIT NOTHING
@user @user you are delusional if you think he is the reason either game was lost in the past two seasons lmao,OFF,@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao
@user your segment with judicial watch tom fitton was awesome!  thank you for asking the questions highlighting all the great work he is doing for this country!,NOT,@USER your segment with Judicial Watch Tom Fitton was awesome!  Thank You for asking the questions highlighting all the great work he is doing for this country!
@user ugh i meant *wigs shit,OFF,@USER ugh I meant *wigs shit
.@user detailed manifesto for love london @user mayoral selection... im backing b off  url,NOT,.@USER detailed #Manifesto for #LoveLondon @USER Mayoral Selection... #ImBackingBoff  URL
@user fat ass liar strikes again. never forget,OFF,@USER Fat ass liar strikes again. #NeverForget
@user he is totally bluffing...,OFF,@USER He is totally bluffing...
@user i am stunned that you are giving this guy airtime. stunned.,NOT,@USER I am stunned that you are giving this guy airtime. Stunned.
@user im ready for this yaaas,NOT,@USER Im ready for this yaaas
democrat can't even compete w @user maga url,OFF,Democrat can't even compete w @USER #MAGA URL
@user she is an monster!,OFF,@USER She is an monster!
@user keep maga  united states  united states  united states  united states  url,NOT,@USER Keep #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸 URL
@user @user @user  you prob not gonna answer but a worth a shot can y’all fix the glare  folded hands medium-dark skin tone ,NOT,@USER @USER @USER  you prob not gonna answer but a worth a shot can y’all fix the glare 🙏🏾
@user @user i have some work to do with my oldest (20) daughter. stood in line with her &amp; voted in 2016. she is still very very bitter &amp; it’ll be tough to get her back this year,NOT,@USER @USER I have some work to do with my oldest (20) daughter. Stood in line with her &amp; voted in 2016. She is still very very bitter &amp; it’ll be tough to get her back this year
@user @user so alyssa you saying he’s guilty?  what ever happened to innocent before guilty?  and if he is innocent would you at least tweet an apology?  shut up and answer the tweet.,OFF,@USER @USER So Alyssa you saying he’s guilty?  What ever happened to innocent before guilty?  And if he is innocent would you at least tweet an apology?  Shut up and answer the tweet.
@user she is one of satan's daughters,OFF,@USER She is one of satan's daughters
@user @user @user @user @user hahahah man please pass along whatever you are smoking!!! url,NOT,@USER @USER @USER @USER @USER Hahahah man please pass along whatever you are smoking!!! URL
@user this information is out there and should be fully investigated and considered before he gets a life time high court appointment.   conservatives refused to even give obama’s person a hearing so please stop acting like they play above board while everyone else goes low.,OFF,@USER This information is out there and should be fully investigated and considered before he gets a life time High Court appointment.   Conservatives refused to even give Obama’s person a hearing so please stop acting like they play above board while everyone else goes low.
@user @user @user @user you are a boring individual. its seems good too me,OFF,@USER @USER @USER @USER You are a boring individual. Its seems good too me
@user @user @user actually my ancestors were here long before anyone got here even your french ass! native americans were here first. so get your facts straight! so if you wanna throw punches make sure you know who and where you are throwing them first.,OFF,@USER @USER @USER Actually my ancestors were here long before anyone got here even your French ass! Native Americans were here first. So get your facts straight! So if you wanna throw punches make sure you know who and where you are throwing them first.
@user @user i would think that if the pope was really a man of god he would have taken care of this problem in the catholic church instead of trying to cover it up,NOT,@USER @USER I would think that if the pope was really a man of God he would have taken care of this problem in the Catholic Church instead of trying to cover it up
@user gutierries = pile of poo  what did he do to help pr ? what is he doing now besides hoping for a high body count to blame on trump,OFF,@USER Gutierries =💩 what did he do to help PR ? What is he doing now besides hoping for a high body count to blame on Trump
@user @user @user most stupid tweet yet...and yes...its a libtard rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing  ok hand  pile of poo ,OFF,@USER @USER @USER Most stupid tweet yet...and yes...its a libtard🤣🤣🤣👌💩
rendell: andrew gillum ‘probably a little too progressive for florida’ url trump maga,NOT,Rendell: #AndrewGillum ‘Probably a Little #Too #Progressive for #Florida’ URL #Trump #MAGA
@user @user free speech systems llc' aka 'infowars' is linked to a foreign intel agency or other non domestic entity?,NOT,@USER @USER Free Speech Systems LLC' aka 'InfoWars' is linked to a Foreign Intel Agency or other Non_Domestic entity?
-conservatives cut police funding -person complains about crime -person votes conservative to tackle crime  ?,OFF,-Conservatives cut police funding -person complains about crime -person votes conservative to tackle crime  ?
"@user @user it's a shame seeing such an advanced case of tds combined with terminal liberalism, i'll pray for you.  might wanna reflect on nazi propaganda vs. modern liberal racists everywhere"" tactics.  also compare antifa vs. nazi brown shirts.  who's righteous?  who's filled with hate?""",NOT,"@USER @USER It's a shame seeing such an advanced case of TDS combined with terminal liberalism, I'll pray for you.  Might wanna reflect on Nazi propaganda vs. modern liberal racists everywhere"" tactics.  Also compare ANTIFA vs. Nazi brown shirts.  Who's righteous?  Who's filled with hate?"""
@user @user thanks so much - this was an excellent thread. definitely going to be taking a look through upcoming class offerings (and hopefully able to take in the siwc presentation you are doing).,NOT,@USER @USER Thanks so much - this was an excellent thread. Definitely going to be taking a look through upcoming class offerings (and hopefully able to take in the SIWC presentation you are doing).
@user @user @user go for it!,NOT,@USER @USER @USER Go for it!
@user he probably had sex twice for boruto and the other sister that no one cares about,OFF,@USER he probably had sex twice for boruto and the other sister that no one cares about
@user eric holder is an arms dealer and should be in jail how did this ass slip by,OFF,@USER Eric Holder is an arms dealer and should be in jail how did this ass slip by
@user and bale is shit,OFF,@USER and bale is shit
@user @user @user what’s funding it?,NOT,@USER @USER @USER What’s funding it?
monday morning monday motivation monday mood monday thoughts another republicans   /  trump swamp lier !!   maga women christianity url,OFF,#MondayMorning #MondayMotivation #MondayMood #MondayThoughts Another #Republicans  / Trump swamp Lier !!   #MAGA #women #Christianity URL
@user antifa should be declared a domestic terrorist organization.,NOT,@USER Antifa should be declared a domestic terrorist organization.
@user he orchestrated / provoked it so that he could cry that he was the victim of a yet another conspiracy...he’s such desperate weirdo.,OFF,@USER He orchestrated/provoked it so that he could cry that he was the victim of a yet another conspiracy...He’s such desperate weirdo.
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user she is.,NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is.
@user get back on your peanut farm old man,OFF,@USER Get back on your peanut farm old man
@user @user they just dont learn. look at biden he dbld down on hrc winning strategy.,NOT,@USER @USER They just dont learn. Look at Biden he dbld down on hrc winning strategy.
@user @user lol why would conservatives want to hide that?  it contradicts everything ford has claimed.  man shrugging medium-light skin tone ,NOT,@USER @USER lol Why would conservatives want to hide that?  It contradicts everything Ford has claimed. 🤷🏼‍♂️
@user @user you are so funny.  lol rolling about the floor laughing uncontrollably!,NOT,@USER @USER You are so funny.  Lol rolling about the floor laughing uncontrollably!
@user your fucking bf nigga,OFF,@USER Your fucking Bf nigga
@user @user she is threatening american citizens she will kill women arrest her,OFF,@USER @USER SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER
@user @user this b**ch behar needs to shut that big ugly hole on her face and think about the fact she's not giving kavanaugh or his family the benefit of their rights as citizens. in her fat head they're guilty bc they're conservatives. behar needs a muzzle around decent people. hrc clone.,OFF,@USER @USER This B**ch Behar needs to shut that big ugly hole on her face and think about the fact she's not giving Kavanaugh or his family the benefit of their rights as citizens. In her fat head they're guilty bc they're Conservatives. Behar needs a muzzle around decent people. HRC clone.
@user @user that’s not what he is saying. situations are similar.,NOT,@USER @USER That’s not what he is saying. Situations are similar.
@user thank you president trump!! you are maga!!!,NOT,@USER Thank you President Trump!! You are #MAGA!!!
@user mueller can go fornicate himself. he is as crooked as the day is long.,OFF,@USER Mueller can go fornicate himself. He is as crooked as the day is long.
@user @user is this occupy romper room?,NOT,@USER @USER Is this #occupy romper room?
@user u know this ford is an avowed radical leftist with ties to soros and antifa right? plum crazy!,NOT,@USER U know this Ford is an avowed radical leftist with ties to Soros and antifa right? Plum crazy!
people leaving racist comments on my posts will be instantly blocked. there are low follow accounts posting this crap and i think they are trying to make maga look bad  if you are racist in any way feel free to block me because i think you're an ignorant pos,OFF,People leaving racist comments on my posts will be instantly blocked. There are low follow accounts posting this crap and I think they are trying to make #MAGA look bad  If you are racist in any way feel free to block me because I think you're an ignorant POS
@user @user why does he always have to do this loudly crying face ,NOT,@USER @USER Why does he always have to do this😭
@user @user who's oboma???,NOT,@USER @USER Who's Oboma???
@user why is antifa upset w /  “prof.” blasé-ford? antifa is the group that harrasses &amp; threatens people at their homes.,OFF,@USER Why is Antifa upset w/ “prof.” Blasé-Ford? Antifa is the group that harrasses &amp; threatens people at their homes.
"@user primary argument against kavanaugh is that he is too constitutional""  the democrats started a civil war during clinton  they heightened their propaganda during obama  they are scared animals backed into a corner  antifa, blm &amp; ms13 are their sturmabteilung""",OFF,"@USER primary argument against #Kavanaugh is that he is too Constitutional""  The democrats started a civil war during Clinton  They heightened their propaganda during Obama  They are scared animals backed into a corner  Antifa, BLM &amp; MS13 are their Sturmabteilung"""
@user both qanon and antifa will be listed as diseases,OFF,@USER Both QAnon and Antifa will be listed as diseases
the swamp in dc &amp; ny is all about self-enrichment!! money bag  money bag   we the people must take our country back! raised fist   take usa back maga america first usa united states   monday motivation monday morning monday mood constitution day url,NOT,The Swamp in DC &amp; NY is all about Self-Enrichment!!💰💰  #WeThePeople Must Take Our Country Back!✊  #TakeUSABack #MAGA #AmericaFirst #USA🇺🇸  #MondayMotivation #MondayMorning #MondayMood #ConstitutionDay URL
@user bullcrap,NOT,@USER Bullcrap
@user don't even presume to know what liberals feel or think.  i am liberal.  i am personally opposed to abortion in any but life-and-death circumstances.  but i am also personally opposed to imposing my personal feelings about abortion on anyone else.  so do us all a favor and stfu.,OFF,@USER Don't even presume to know what liberals feel or think.  I am liberal.  I am personally opposed to abortion in any but life-and-death circumstances.  But I am also personally opposed to imposing MY PERSONAL FEELINGS about abortion on anyone else.  So do us all a favor and STFU.
@user i love you bitchhh i aint never gonna stop loving you.... bitchhhhhh,OFF,@USER I love you bitchhh I aint never gonna stop loving you.... bitchhhhhh
@user because im a broke ass bitxh :(((( and lol eveb better she runs in her sleep so like while she’s lying down she just runs like feet going usain bolt xd and i get kicked a lot  call me hand light skin tone ,OFF,@USER because im a broke ass bitxh :(((( and LOL EVEB BETTER she runs in her sleep so like while she’s lying down she just rUNS like feet going usain bolt xD and i get kicked a lot 🤙🏻
@user as usual @user doesn’t have a clue. the kids must make this shit up when he takes a crap since they are of the same consistency.,OFF,@USER As usual @USER doesn’t have a clue. The kids must make this shit up when he takes a crap since they are of the same consistency.
@user @user @user @user sorry not antifa it’s the far right you know people probaly just like you who are so desperate to control women.,NOT,@USER @USER @USER @USER Sorry not antifa it’s the far right you know people probaly just like you who are so desperate to control women.
@user it’s mind-boggling to me that some people swear that trudeau &amp; co. are marxists (!!) and not just your standard  liberals canada is v well acquainted with,NOT,@USER It’s mind-boggling to me that some people swear that Trudeau &amp; co. are Marxists (!!) and not just your standard  liberals Canada is v well acquainted with
some reading for maga- time to wake up folks  url,NOT,Some reading for #MAGA- time to wake up folks  URL
@user does anyone remember when u2 just made music?,NOT,@USER Does anyone remember when U2 just made music?
@user @user the truth of it is that unless she has evidence than it's only allegations! if there is no proof than it is only 'what she says' against 'what he says'! she doesn't get marks for truthfulness just because she is a woman; because women can lie just as quickly as a man can!,NOT,@USER @USER The truth of it is that unless she has evidence than it's only allegations! If there is no proof than it is only 'what she says' against 'what he says'! She doesn't get marks for truthfulness just because she is a woman; because women can lie just as quickly as a man can!
